activity_id,activity_name,city,country,address,category,vibe,best_season,price_aud,rating,suitable_for,duration_hours,description
INT-AC-00291,Street Food Night Walk Cape Town,Cape Town,South Africa,"144 Harbour Kitchen, V&A Waterfront, Cape Town, South Africa",Food,Scenic; Adventurous; Diverse,Summer; Autumn,40,4.0,Group,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00292,Sushi Making Workshop,Kyoto,Japan,"55 Harbour Kitchen, Arashiyama, Kyoto, Japan",Food,Serene; Traditional; Cultural,Spring; Autumn,105,4.3,Couple,4 hrs,"Hands-on session teaching rice preparation, fish selection, and rolling technique — finish by eating your creations with sake pairings."
INT-AC-00293,Wine & Cheese Tasting,Vienna,Austria,"35 Market Lane, Prater, Vienna, Austria",Food,Imperial; Musical; Café culture,Spring; Summer,140,4.3,Group,2 hrs,"Curated tasting of local and imported wines paired with artisan cheeses, hosted in a cellar setting with a certified sommelier."
INT-AC-00294,Local Market Food Experience,Istanbul,Turkey,"171 Night Bazaar, Sultanahmet, Istanbul, Turkey",Food,Historic; Exotic; East-meets-West,Spring; Autumn,35,4.5,Group,2 hrs,"Navigate a vibrant local produce market with a chef guide, sampling seasonal specialities and learning the stories behind each ingredient."
INT-AC-00295,Craft Beer & Brewery Tour,Lisbon,Portugal,"183 Street Food Alley, Bairro Alto, Lisbon, Portugal",Food,Soulful; Coastal; Affordable,Spring; Summer; Autumn,75,4.7,Solo,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00296,Farm-to-Table Dinner Experience,Prague,Czech Republic,"32 Street Food Alley, Žižkov, Prague, Czech Republic",Food,Fairy-tale; Beer culture; Gothic,Spring; Summer,180,4.9,Couple,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00297,Maldives History Walking Tour,Maldives,Maldives,"93 Heritage Square, Baa Atoll, Maldives, Maldives",Culture,Luxury; Tropical; Remote,Spring; Winter,45,4.8,Solo,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00298,Museum Skip-the-Line Tour,Zurich,Switzerland,"17 Heritage Square, Niederdorf, Zurich, Switzerland",Culture,Clean; Alpine; Upscale,Summer; Autumn,75,4.6,Couple,2 hrs,"Fast-track entry and an in-depth guided tour of the city's premier museum, covering highlights and hidden gems in under three hours."
INT-AC-00299,Los Angeles Art Gallery Visit,Los Angeles,USA,"148 Cultural Precinct, Venice, Los Angeles, USA",Culture,Sunny; Creative; Beach,Spring; Summer; Autumn,45,4.4,Couple,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00300,Ancient Temple Morning Walk,Toronto,Canada,"120 Cultural Precinct, Distillery District, Toronto, Canada",Culture,Multicultural; Friendly; Urban,Summer; Autumn,35,4.1,Group,2 hrs,"Early-morning visit to a UNESCO-listed temple complex at sunrise, experiencing rituals and peaceful courtyards before tourist crowds arrive."
INT-AC-00301,Old Town Architecture Tour,Tokyo,Japan,"111 Museum District, Shibuya, Tokyo, Japan",Culture,Bustling; Modern; Traditional,Spring; Autumn,85,4.5,Group,2 hrs,A 90-minute walking tour tracing the city's architectural evolution from medieval lanes to baroque facades and modernist interventions.
INT-AC-00302,Cultural Dance Show,Paris,France,"78 Museum District, Champs-Élysées, Paris, France",Culture,Romantic; Artistic; Chic,Spring; Summer; Autumn,120,4.9,Couple,2 hrs,"An evening performance showcasing traditional folk dances, live music, and costume, followed by a meet-the-artists session backstage."
INT-AC-00303,Traditional Craft Workshop,Brisbane,Australia,"21 Old Town, South Bank, Brisbane, Australia",Culture,Outdoorsy; Relaxed; Sunny,Spring; Autumn; Winter,85,4.2,Group,3 hrs,"A two-hour hands-on session learning a regional craft — ceramics, weaving, or bookbinding — guided by a master artisan."
INT-AC-00304,Photography City Tour,Berlin,Germany,"158 Old Town, Prenzlauer Berg, Berlin, Germany",Culture,Edgy; Creative; Historic,Spring; Summer,65,4.2,Couple,2 hrs,"A guided photo walk through the city's most photogenic corners, with tips on composition, light, and storytelling from a professional photographer."
INT-AC-00305,Street Art & Graffiti Tour,Dubai,UAE,"169 Museum District, Jumeirah, Dubai, UAE",Culture,Luxurious; Futuristic; Vibrant,Spring; Winter,70,4.1,Group,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00306,Local Neighbourhood Walk,Singapore,Singapore,"12 Heritage Square, Marina Bay, Singapore, Singapore",Culture,Modern; Multicultural; Clean,Spring; Summer; Autumn; Winter,45,4.8,Solo,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00307,London Bike Tour,London,UK,"159 Outdoor Centre, Shoreditch, London, UK",Adventure,Historic; Cosmopolitan; Eclectic,Spring; Summer,80,4.8,Group,4 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00308,River Kayaking Experience,New York,USA,"63 Outdoor Centre, SoHo, New York, USA",Adventure,Fast-paced; Iconic; Diverse,Spring; Autumn,75,4.5,Solo,5 hrs,"Paddle through scenic river gorges with an experienced instructor — safety gear, refreshments, and transport included."
INT-AC-00309,Sunset Sailing Cruise,Sydney,Australia,"19 Outdoor Centre, Circular Quay, Sydney, Australia",Adventure,Beach; Outdoorsy; Vibrant,Spring; Summer; Autumn,185,4.8,Group,5 hrs,"A two-hour sunset cruise aboard a traditional sailing vessel, with canapés, local wine, and panoramic views of the city skyline."
INT-AC-00310,Jungle Trekking Adventure,Bangkok,Thailand,"53 Outdoor Centre, Old City, Bangkok, Thailand",Adventure,Lively; Spiritual; Street food,Spring; Winter,65,4.2,Solo,6 hrs,"Half-day guided trek through primary rainforest, spotting endemic wildlife and crossing rope bridges, concluding with a riverside picnic."
INT-AC-00311,Desert Safari Experience,Barcelona,Spain,"103 National Park Gate, Barceloneta, Barcelona, Spain",Adventure,Artistic; Beach; Festive,Spring; Summer,245,4.6,Couple,5 hrs,"Dune-bashing by 4WD followed by a Bedouin-style camp dinner under the stars, with camel rides, henna, and live music included."
INT-AC-00312,Rock Climbing Rome,Rome,Italy,"120 Wharf, Trastevere, Rome, Italy",Adventure,Historic; Romantic; Culinary,Spring; Autumn,70,4.8,Solo,5 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00313,Scuba Diving Lesson,Amsterdam,Netherlands,"13 Adventure Hub, De Pijp, Amsterdam, Netherlands",Adventure,Liberal; Charming; Cycling-friendly,Spring; Summer,105,4.3,Couple,4 hrs,"PADI-certified introductory dive in crystal-clear coastal waters, covering basic techniques in a confined pool before an open-water experience."
INT-AC-00314,Hot Air Balloon Ride,Seoul,South Korea,"84 Wharf, Insadong, Seoul, South Korea",Adventure,Trendy; K-pop; Foodie,Spring; Autumn,325,4.9,Group,4 hrs,"Float over the city at dawn in a private basket, watching the landscape emerge in golden light with a champagne breakfast on landing."
INT-AC-00315,Zip Line Forest Canopy,Bali,Indonesia,"128 Outdoor Centre, Seminyak, Bali, Indonesia",Adventure,Spiritual; Tropical; Bohemian,Spring; Summer; Autumn,105,4.2,Group,6 hrs,"Fly through the forest canopy on a multi-line zip circuit up to 200 m long, with safety briefing, harness fitting, and photos included."
INT-AC-00316,Stand-Up Paddleboard Tour,Cape Town,South Africa,"62 Outdoor Centre, Gardens, Cape Town, South Africa",Adventure,Scenic; Adventurous; Diverse,Summer; Autumn,65,4.5,Solo,6 hrs,"Guided SUP tour along calm coastal or river waterways, exploring hidden coves and sea caves only accessible from the water."
INT-AC-00317,Coastal Cliff Walk,Kyoto,Japan,"127 National Park Gate, Fushimi, Kyoto, Japan",Adventure,Serene; Traditional; Cultural,Spring; Autumn,45,4.6,Solo,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00318,Night Kayaking Tour,Vienna,Austria,"35 Outdoor Centre, Innere Stadt, Vienna, Austria",Adventure,Imperial; Musical; Café culture,Spring; Summer,135,4.3,Group,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00319,Harbour Sunset Cruise,Istanbul,Turkey,"103 Wellness Centre, Beyoğlu, Istanbul, Turkey",Relaxation,Historic; Exotic; East-meets-West,Spring; Autumn,90,4.7,Group,4 hrs,"A scenic evening cruise around the harbour with cocktails, local cheese, and a live acoustic duo as the city lights come on."
INT-AC-00320,Spa & Wellness Half Day,Lisbon,Portugal,"19 Spa Quarter, Belém, Lisbon, Portugal",Relaxation,Soulful; Coastal; Affordable,Spring; Summer; Autumn,85,4.6,Couple,4 hrs,"Four hours of treatments including a traditional massage, thermal pools, and a skin ritual using locally sourced botanicals."
INT-AC-00321,Rooftop Bar Sunset Experience,Prague,Czech Republic,"33 Wellness Centre, Old Town, Prague, Czech Republic",Relaxation,Fairy-tale; Beer culture; Gothic,Spring; Summer,65,4.5,Group,5 hrs,"Reserved rooftop terrace access during golden hour, with a curated cocktail menu and 360-degree views over the city's skyline."
INT-AC-00322,City Panorama Cable Car,Maldives,Maldives,"194 Spa Quarter, North Malé Atoll, Maldives, Maldives",Relaxation,Luxury; Tropical; Remote,Spring; Winter,35,4.4,Couple,5 hrs,"Ride historic gondolas to the city's highest viewpoint, with optional guided commentary and a café terrace at the summit."
INT-AC-00323,Morning Yoga & Meditation,Zurich,Switzerland,"12 Wellness Centre, Enge, Zurich, Switzerland",Relaxation,Clean; Alpine; Upscale,Summer; Autumn,35,4.2,Couple,5 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00324,Thermal Baths & Spa,Los Angeles,USA,"39 Sky Lounge, Hollywood, Los Angeles, USA",Relaxation,Sunny; Creative; Beach,Spring; Summer; Autumn,45,4.1,Couple,4 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00325,Toronto Food Tour,Toronto,Canada,"101 Street Food Alley, Kensington, Toronto, Canada",Food,Multicultural; Friendly; Urban,Summer; Autumn,110,4.1,Solo,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00326,Tokyo Cooking Class,Tokyo,Japan,"130 Night Bazaar, Asakusa, Tokyo, Japan",Food,Bustling; Modern; Traditional,Spring; Autumn,160,4.7,Couple,4 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00327,Street Food Night Walk Paris,Paris,France,"95 Market Lane, Montmartre, Paris, France",Food,Romantic; Artistic; Chic,Spring; Summer; Autumn,65,4.5,Solo,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00328,Sushi Making Workshop,Brisbane,Australia,"186 Night Bazaar, Fortitude Valley, Brisbane, Australia",Food,Outdoorsy; Relaxed; Sunny,Spring; Autumn; Winter,120,4.7,Couple,4 hrs,"Hands-on session teaching rice preparation, fish selection, and rolling technique — finish by eating your creations with sake pairings."
INT-AC-00329,Wine & Cheese Tasting,Berlin,Germany,"185 Street Food Alley, Kreuzberg, Berlin, Germany",Food,Edgy; Creative; Historic,Spring; Summer,140,4.0,Group,3 hrs,"Curated tasting of local and imported wines paired with artisan cheeses, hosted in a cellar setting with a certified sommelier."
INT-AC-00330,Local Market Food Experience,Dubai,UAE,"38 Harbour Kitchen, Downtown Dubai, Dubai, UAE",Food,Luxurious; Futuristic; Vibrant,Spring; Winter,35,4.6,Solo,4 hrs,"Navigate a vibrant local produce market with a chef guide, sampling seasonal specialities and learning the stories behind each ingredient."
INT-AC-00331,Craft Beer & Brewery Tour,Singapore,Singapore,"113 Market Lane, Chinatown, Singapore, Singapore",Food,Modern; Multicultural; Clean,Spring; Summer; Autumn; Winter,100,4.2,Group,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00332,Farm-to-Table Dinner Experience,London,UK,"106 Street Food Alley, Kensington, London, UK",Food,Historic; Cosmopolitan; Eclectic,Spring; Summer,130,4.4,Group,4 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00333,New York History Walking Tour,New York,USA,"133 Museum District, Midtown, New York, USA",Culture,Fast-paced; Iconic; Diverse,Spring; Autumn,65,4.8,Group,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00334,Museum Skip-the-Line Tour,Sydney,Australia,"45 Old Town, Bondi, Sydney, Australia",Culture,Beach; Outdoorsy; Vibrant,Spring; Summer; Autumn,55,4.6,Couple,3 hrs,"Fast-track entry and an in-depth guided tour of the city's premier museum, covering highlights and hidden gems in under three hours."
INT-AC-00335,Bangkok Art Gallery Visit,Bangkok,Thailand,"157 Old Town, Silom, Bangkok, Thailand",Culture,Lively; Spiritual; Street food,Spring; Winter,55,4.9,Couple,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00336,Ancient Temple Morning Walk,Barcelona,Spain,"58 Old Town, Gothic Quarter, Barcelona, Spain",Culture,Artistic; Beach; Festive,Spring; Summer,60,4.2,Solo,3 hrs,"Early-morning visit to a UNESCO-listed temple complex at sunrise, experiencing rituals and peaceful courtyards before tourist crowds arrive."
INT-AC-00337,Old Town Architecture Tour,Rome,Italy,"123 Old Town, Colosseum, Rome, Italy",Culture,Historic; Romantic; Culinary,Spring; Autumn,60,4.8,Group,3 hrs,A 90-minute walking tour tracing the city's architectural evolution from medieval lanes to baroque facades and modernist interventions.
INT-AC-00338,Cultural Dance Show,Amsterdam,Netherlands,"147 Heritage Square, Museumplein, Amsterdam, Netherlands",Culture,Liberal; Charming; Cycling-friendly,Spring; Summer,100,4.6,Group,3 hrs,"An evening performance showcasing traditional folk dances, live music, and costume, followed by a meet-the-artists session backstage."
INT-AC-00339,Traditional Craft Workshop,Seoul,South Korea,"75 Museum District, Gangnam, Seoul, South Korea",Culture,Trendy; K-pop; Foodie,Spring; Autumn,115,4.9,Couple,3 hrs,"A two-hour hands-on session learning a regional craft — ceramics, weaving, or bookbinding — guided by a master artisan."
INT-AC-00340,Photography City Tour,Bali,Indonesia,"168 Cultural Precinct, Ubud, Bali, Indonesia",Culture,Spiritual; Tropical; Bohemian,Spring; Summer; Autumn,50,4.3,Solo,3 hrs,"A guided photo walk through the city's most photogenic corners, with tips on composition, light, and storytelling from a professional photographer."
INT-AC-00341,Street Art & Graffiti Tour,Cape Town,South Africa,"144 Old Town, Sea Point, Cape Town, South Africa",Culture,Scenic; Adventurous; Diverse,Summer; Autumn,50,4.7,Group,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00342,Local Neighbourhood Walk,Kyoto,Japan,"172 Heritage Square, Gion, Kyoto, Japan",Culture,Serene; Traditional; Cultural,Spring; Autumn,40,4.1,Solo,2 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00343,Vienna Bike Tour,Vienna,Austria,"106 Adventure Hub, Naschmarkt, Vienna, Austria",Adventure,Imperial; Musical; Café culture,Spring; Summer,75,4.2,Solo,3 hrs,"A two-hour cycling tour around the Ringstrasse and Prater park, passing imperial palaces and the world's oldest Ferris wheel."
INT-AC-00344,River Kayaking Experience,Istanbul,Turkey,"141 Adventure Hub, Kadıköy, Istanbul, Turkey",Adventure,Historic; Exotic; East-meets-West,Spring; Autumn,110,4.7,Group,4 hrs,"Paddle through scenic river gorges with an experienced instructor — safety gear, refreshments, and transport included."
INT-AC-00345,Sunset Sailing Cruise,Lisbon,Portugal,"194 Wharf, Alfama, Lisbon, Portugal",Adventure,Soulful; Coastal; Affordable,Spring; Summer; Autumn,200,4.2,Group,6 hrs,"A two-hour sunset cruise aboard a traditional sailing vessel, with canapés, local wine, and panoramic views of the city skyline."
INT-AC-00346,Jungle Trekking Adventure,Prague,Czech Republic,"137 Wharf, Malá Strana, Prague, Czech Republic",Adventure,Fairy-tale; Beer culture; Gothic,Spring; Summer,95,4.3,Group,3 hrs,"Half-day guided trek through primary rainforest, spotting endemic wildlife and crossing rope bridges, concluding with a riverside picnic."
INT-AC-00347,Desert Safari Experience,Maldives,Maldives,"46 Outdoor Centre, Baa Atoll, Maldives, Maldives",Adventure,Luxury; Tropical; Remote,Spring; Winter,295,4.7,Group,4 hrs,"Dune-bashing by 4WD followed by a Bedouin-style camp dinner under the stars, with camel rides, henna, and live music included."
INT-AC-00348,Rock Climbing Zurich,Zurich,Switzerland,"192 Wharf, Altstadt, Zurich, Switzerland",Adventure,Clean; Alpine; Upscale,Summer; Autumn,60,5.0,Group,6 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00349,Scuba Diving Lesson,Los Angeles,USA,"86 Adventure Hub, Santa Monica, Los Angeles, USA",Adventure,Sunny; Creative; Beach,Spring; Summer; Autumn,125,4.9,Couple,5 hrs,"PADI-certified introductory dive in crystal-clear coastal waters, covering basic techniques in a confined pool before an open-water experience."
INT-AC-00350,Hot Air Balloon Ride,Toronto,Canada,"70 Outdoor Centre, CN Tower, Toronto, Canada",Adventure,Multicultural; Friendly; Urban,Summer; Autumn,320,4.5,Group,4 hrs,"Float over the city at dawn in a private basket, watching the landscape emerge in golden light with a champagne breakfast on landing."
INT-AC-00351,Zip Line Forest Canopy,Tokyo,Japan,"166 Outdoor Centre, Shinjuku, Tokyo, Japan",Adventure,Bustling; Modern; Traditional,Spring; Autumn,90,4.8,Solo,4 hrs,"Fly through the forest canopy on a multi-line zip circuit up to 200 m long, with safety briefing, harness fitting, and photos included."
INT-AC-00352,Stand-Up Paddleboard Tour,Paris,France,"146 National Park Gate, Le Marais, Paris, France",Adventure,Romantic; Artistic; Chic,Spring; Summer; Autumn,60,4.7,Solo,5 hrs,"Guided SUP tour along calm coastal or river waterways, exploring hidden coves and sea caves only accessible from the water."
INT-AC-00353,Coastal Cliff Walk,Brisbane,Australia,"23 National Park Gate, CBD, Brisbane, Australia",Adventure,Outdoorsy; Relaxed; Sunny,Spring; Autumn; Winter,40,4.2,Group,6 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00354,Night Kayaking Tour,Berlin,Germany,"83 Outdoor Centre, Mitte, Berlin, Germany",Adventure,Edgy; Creative; Historic,Spring; Summer,125,4.7,Group,4 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00355,Harbour Sunset Cruise,Dubai,UAE,"193 Sky Lounge, Marina, Dubai, UAE",Relaxation,Luxurious; Futuristic; Vibrant,Spring; Winter,85,4.0,Group,3 hrs,"A scenic evening cruise around the harbour with cocktails, local cheese, and a live acoustic duo as the city lights come on."
INT-AC-00356,Spa & Wellness Half Day,Singapore,Singapore,"67 Wellness Centre, Orchard, Singapore, Singapore",Relaxation,Modern; Multicultural; Clean,Spring; Summer; Autumn; Winter,115,5.0,Solo,5 hrs,"Four hours of treatments including a traditional massage, thermal pools, and a skin ritual using locally sourced botanicals."
INT-AC-00357,Rooftop Bar Sunset Experience,London,UK,"120 Wellness Centre, Covent Garden, London, UK",Relaxation,Historic; Cosmopolitan; Eclectic,Spring; Summer,80,4.4,Couple,3 hrs,"Reserved rooftop terrace access during golden hour, with a curated cocktail menu and 360-degree views over the city's skyline."
INT-AC-00358,City Panorama Cable Car,New York,USA,"164 Wellness Centre, Brooklyn, New York, USA",Relaxation,Fast-paced; Iconic; Diverse,Spring; Autumn,50,4.2,Couple,5 hrs,"Ride historic gondolas to the city's highest viewpoint, with optional guided commentary and a café terrace at the summit."
INT-AC-00359,Morning Yoga & Meditation,Sydney,Australia,"123 Rooftop Terrace, Manly, Sydney, Australia",Relaxation,Beach; Outdoorsy; Vibrant,Spring; Summer; Autumn,45,4.4,Solo,3 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-AC-00360,Thermal Baths & Spa,Bangkok,Thailand,"180 Sky Lounge, Sukhumvit, Bangkok, Thailand",Relaxation,Lively; Spiritual; Street food,Spring; Winter,55,4.5,Group,4 hrs,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
